,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type
,2/17/21 06:58:25,STOCK,BUY,+1,TO OPEN,CLPS,,,STOCK,15.88,15.88,LMT
,2/17/21 06:58:07,STOCK,BUY,+1,TO OPEN,CLPS,,,STOCK,15.6423,15.64,LMT
,2/17/21 06:56:30,STOCK,SELL,-1,TO CLOSE,CLPS,,,STOCK,15.1255,15.13,MKT
,2/17/21 06:56:07,STOCK,BUY,+1,TO OPEN,CLPS,,,STOCK,16.04,16.04,LMT
,2/17/21 06:55:31,STOCK,SELL,-1,TO CLOSE,CLPS,,,STOCK,15.0901,15.09,MKT
,2/17/21 06:54:30,STOCK,BUY,+1,TO OPEN,CLPS,,,STOCK,15.9823,15.98,LMT
,2/17/21 06:52:33,STOCK,SELL,-5,TO CLOSE,CLPS,,,STOCK,13.8201,13.82,MKT
,2/17/21 06:52:27,STOCK,SELL,-10,TO CLOSE,CLPS,,,STOCK,14.3301,14.33,LMT
,2/17/21 06:52:16,STOCK,BUY,+10,TO OPEN,CLPS,,,STOCK,13.90,13.90,LMT
,2/17/21 06:46:50,STOCK,SELL,-5,TO CLOSE,CLPS,,,STOCK,12.77,12.77,LMT
,2/17/21 06:46:30,STOCK,BUY,+5,TO OPEN,CLPS,,,STOCK,12.49,12.49,LMT
,2/17/21 06:46:04,STOCK,BUY,+5,TO OPEN,CLPS,,,STOCK,11.8499,11.85,LMT
,2/17/21 06:40:29,STOCK,SELL,-5,TO CLOSE,EBON,,,STOCK,10.7901,10.79,LMT
,2/17/21 06:40:26,STOCK,SELL,-10,TO CLOSE,EBON,,,STOCK,11.2122,11.212,LMT
,2/17/21 06:40:08,STOCK,BUY,+10,TO OPEN,EBON,,,STOCK,10.96,10.96,LMT
,2/17/21 06:39:39,STOCK,BUY,+5,TO OPEN,EBON,,,STOCK,10.8399,10.84,LMT
,2/17/21 06:38:38,STOCK,SELL,-5,TO CLOSE,EBON,,,STOCK,10.94,10.94,LMT
,2/17/21 06:38:17,STOCK,SELL,-5,TO CLOSE,EBON,,,STOCK,10.8701,10.87,LMT
,2/17/21 06:38:01,STOCK,BUY,+5,TO OPEN,EBON,,,STOCK,10.8499,10.85,LMT
,2/17/21 06:36:23,STOCK,BUY,+5,TO OPEN,EBON,,,STOCK,10.9345,10.934,LMT
,2/17/21 06:35:02,STOCK,SELL,-1,TO CLOSE,EBON,,,STOCK,10.70,10.70,LMT
,2/17/21 06:34:55,STOCK,BUY,+1,TO OPEN,EBON,,,STOCK,10.62,10.62,LMT
,2/17/21 06:32:32,STOCK,SELL,-1,TO CLOSE,DOGZ,,,STOCK,3.37,3.37,MKT
,2/17/21 06:32:30,STOCK,BUY,+1,TO OPEN,DOGZ,,,STOCK,3.3781,3.38,MKT
,2/17/21 06:24:07,STOCK,SELL,-5,TO CLOSE,CLPS,,,STOCK,12.98,12.98,LMT
,2/17/21 06:23:56,STOCK,SELL,-5,TO CLOSE,CLPS,,,STOCK,12.85,12.85,LMT
,2/17/21 06:23:53,STOCK,SELL,-5,TO CLOSE,CLPS,,,STOCK,12.56,12.56,LMT
,2/17/21 06:22:58,STOCK,BUY,+5,TO OPEN,CLPS,,,STOCK,12.36,12.36,LMT
,2/17/21 06:21:18,STOCK,SELL,-5,TO CLOSE,CLPS,,,STOCK,11.71,11.71,LMT
,2/17/21 06:21:12,STOCK,BUY,+5,TO OPEN,CLPS,,,STOCK,11.88,11.88,LMT
,2/17/21 06:20:16,STOCK,BUY,+5,TO OPEN,CLPS,,,STOCK,12.47,12.47,LMT
,2/17/21 06:19:52,STOCK,BUY,+5,TO OPEN,CLPS,,,STOCK,12.20,12.20,LMT
,2/16/21 07:10:30,STOCK,SELL,-10,TO CLOSE,SOS,,,STOCK,11.7411,11.741,MKT
,2/16/21 07:09:40,STOCK,BUY,+5,TO OPEN,SOS,,,STOCK,11.9699,11.97,LMT
,2/16/21 07:09:32,STOCK,BUY,+5,TO OPEN,SOS,,,STOCK,11.9399,11.94,LMT
,2/16/21 07:05:35,STOCK,SELL,-5,TO CLOSE,SOS,,,STOCK,11.3501,11.35,MKT
,2/16/21 07:05:09,STOCK,BUY,+5,TO OPEN,SOS,,,STOCK,11.79,11.79,LMT
,2/16/21 07:04:11,STOCK,SELL,-5,TO CLOSE,SCKT,,,STOCK,12.10,12.10,STP
,2/16/21 07:04:09,STOCK,SELL,-10,TO CLOSE,SCKT,,,STOCK,12.37,12.37,LMT
,2/16/21 07:03:26,STOCK,BUY,+10,TO OPEN,SCKT,,,STOCK,13.1999,13.20,LMT
,2/16/21 07:03:21,STOCK,BUY,+5,TO OPEN,SCKT,,,STOCK,13.1234,13.124,LMT
,2/16/21 07:01:11,STOCK,SELL,-5,TO CLOSE,SCKT,,,STOCK,12.2722,12.272,MKT
,2/16/21 07:00:33,STOCK,SELL,-25,TO CLOSE,TRCH,,,STOCK,4.465,4.4648,LMT
,2/16/21 07:00:08,STOCK,BUY,+5,TO OPEN,SCKT,,,STOCK,12.8567,12.856,LMT
,2/16/21 06:59:18,STOCK,BUY,+25,TO OPEN,TRCH,,,STOCK,4.3881,4.388,LMT
,2/16/21 06:55:39,STOCK,SELL,-6,TO CLOSE,SCKT,,,STOCK,12.8811,12.88167,MKT
,2/16/21 06:55:04,STOCK,BUY,+5,TO OPEN,SCKT,,,STOCK,13.40,13.40,LMT
,2/16/21 06:54:05,STOCK,BUY,+1,TO OPEN,SCKT,,,STOCK,13.25,13.25,LMT
,2/16/21 06:53:50,STOCK,SELL,-1,TO CLOSE,SCKT,,,STOCK,12.9011,12.90,MKT
,2/16/21 06:53:35,STOCK,BUY,+1,TO OPEN,SCKT,,,STOCK,13.33,13.33,LMT
,2/16/21 06:50:55,STOCK,SELL,-5,TO CLOSE,SCKT,,,STOCK,13.4888,13.488,MKT
,2/16/21 06:50:53,STOCK,SELL,-1,TO CLOSE,SCKT,,,STOCK,13.73,13.73,LMT
,2/16/21 06:50:37,STOCK,BUY,+5,TO OPEN,SCKT,,,STOCK,13.02,13.02,LMT
,2/16/21 06:50:24,STOCK,BUY,+1,TO OPEN,SCKT,,,STOCK,12.7299,12.73,LMT
,2/16/21 06:49:28,STOCK,SELL,-1,TO CLOSE,SCKT,,,STOCK,12.405,12.40,MKT
,2/16/21 06:47:25,STOCK,BUY,+1,TO OPEN,SCKT,,,STOCK,13.2156,13.22,LMT
,2/16/21 06:44:57,STOCK,SELL,-5,TO CLOSE,SCKT,,,STOCK,11.4901,11.49,MKT
,2/16/21 06:42:27,STOCK,SELL,-1,TO CLOSE,SOS,,,STOCK,11.0011,11.00,MKT
,2/16/21 06:40:52,STOCK,BUY,+1,TO OPEN,SOS,,,STOCK,11.3899,11.39,LMT
,2/16/21 06:39:32,STOCK,BUY,+5,TO OPEN,SCKT,,,STOCK,10.72,10.72,LMT
,2/16/21 06:36:04,STOCK,SELL,-40,TO CLOSE,TRCH,,,STOCK,4.18,4.18,LMT
,2/16/21 06:34:45,STOCK,BUY,+40,TO OPEN,TRCH,,,STOCK,4.1399,4.14,LMT
,2/16/21 06:33:52,STOCK,SELL,-25,TO CLOSE,TRCH,,,STOCK,4.0611,4.0612,MKT
,2/16/21 06:33:15,STOCK,BUY,+25,TO OPEN,TRCH,,,STOCK,4.1289,4.1288,LMT
,2/16/21 06:32:53,STOCK,SELL,-1,TO CLOSE,TRCH,,,STOCK,4.11,4.11,LMT
,2/16/21 06:32:51,STOCK,BUY,+1,TO OPEN,TRCH,,,STOCK,4.1189,4.12,MKT
,2/16/21 06:27:31,STOCK,SELL,-1,TO CLOSE,SCKT,,,STOCK,10.75,10.75,LMT
,2/16/21 06:26:10,STOCK,BUY,+1,TO OPEN,SCKT,,,STOCK,10.23,10.23,LMT
,2/12/21 06:47:04,STOCK,SELL,-5,TO CLOSE,ARTL,,,STOCK,3.36,3.36,LMT
,2/12/21 06:46:42,STOCK,BUY,+5,TO OPEN,ARTL,,,STOCK,3.1789,3.178,LMT
,2/12/21 06:44:50,STOCK,SELL,-25,TO CLOSE,ARTL,,,STOCK,3.1011,3.1012,MKT
,2/12/21 06:44:22,STOCK,SELL,-25,TO CLOSE,ARTL,,,STOCK,3.195,3.1952,LMT
,2/12/21 06:44:18,STOCK,SELL,-50,TO CLOSE,ARTL,,,STOCK,3.23,3.23,LMT
,2/12/21 06:43:52,STOCK,BUY,+50,TO OPEN,ARTL,,,STOCK,3.1989,3.1988,LMT
,2/12/21 06:43:25,STOCK,BUY,+25,TO OPEN,ARTL,,,STOCK,3.1089,3.1088,LMT
,2/12/21 06:43:21,STOCK,BUY,+25,TO OPEN,ARTL,,,STOCK,3.1289,3.1288,LMT
,2/12/21 06:41:35,STOCK,SELL,-1,TO CLOSE,ARTL,,,STOCK,3.09,3.09,MKT
,2/12/21 06:41:34,STOCK,BUY,+1,TO OPEN,ARTL,,,STOCK,3.0989,3.10,MKT
,2/12/21 06:40:09,STOCK,SELL,-5,TO CLOSE,ARTL,,,STOCK,2.9611,2.962,MKT
,2/12/21 06:36:30,STOCK,BUY,+5,TO OPEN,ARTL,,,STOCK,3.2989,3.298,LMT
,2/12/21 06:34:15,STOCK,SELL,-50,TO CLOSE,ARTL,,,STOCK,3.2511,3.2512,MKT
,2/12/21 06:34:08,STOCK,SELL,-50,TO CLOSE,ARTL,,,STOCK,3.1811,3.1812,LMT
,2/12/21 06:33:58,STOCK,BUY,+50,TO OPEN,ARTL,,,STOCK,2.9989,2.9988,LMT
,2/12/21 06:33:37,STOCK,BUY,+50,TO OPEN,ARTL,,,STOCK,2.93,2.93,LMT
,2/12/21 06:32:20,STOCK,SELL,-1,TO CLOSE,ARTL,,,STOCK,2.7811,2.78,MKT
,2/12/21 06:32:18,STOCK,BUY,+1,TO OPEN,ARTL,,,STOCK,2.7889,2.79,MKT
,2/12/21 06:08:31,STOCK,SELL,-5,TO CLOSE,CLEU,,,STOCK,9.64,9.64,LMT
,2/12/21 06:06:56,STOCK,SELL,-5,TO CLOSE,ARTL,,,STOCK,3.03,3.03,LMT
,2/12/21 06:06:56,STOCK,SELL,-10,TO CLOSE,ARTL,,,STOCK,3.03,3.03,LMT
,2/12/21 06:06:37,STOCK,BUY,+5,TO OPEN,CLEU,,,STOCK,9.56,9.56,LMT
,2/12/21 06:06:00,STOCK,BUY,+15,TO OPEN,ARTL,,,STOCK,3.18,3.18,LMT
,2/11/21 07:20:12,STOCK,SELL,-125,TO CLOSE,GRNQ,,,STOCK,3.056,3.056,MKT
,2/11/21 07:17:24,STOCK,BUY,+50,TO OPEN,GRNQ,,,STOCK,3.1781,3.178,LMT
,2/11/21 07:17:16,STOCK,BUY,+50,TO OPEN,GRNQ,,,STOCK,3.1899,3.19,LMT
,2/11/21 07:17:00,STOCK,BUY,+25,TO OPEN,GRNQ,,,STOCK,3.1381,3.138,LMT
,2/11/21 06:59:38,STOCK,SELL,-100,TO CLOSE,NAKD,,,STOCK,1.9301,1.9301,MKT
,2/11/21 06:58:38,STOCK,BUY,+100,TO OPEN,NAKD,,,STOCK,1.9889,1.9889,LMT
,2/11/21 06:57:21,STOCK,SELL,-15,TO CLOSE,RCMT,,,STOCK,9.5511,9.55133,MKT
,2/11/21 06:56:02,STOCK,BUY,+10,TO OPEN,RCMT,,,STOCK,10.3478,10.348,LMT
,2/11/21 06:55:12,STOCK,BUY,+5,TO OPEN,RCMT,,,STOCK,10.0899,10.09,LMT
,2/11/21 06:51:21,STOCK,SELL,-50,TO CLOSE,NAKD,,,STOCK,1.9801,1.98,MKT
,2/11/21 06:49:49,STOCK,SELL,-100,TO CLOSE,NAKD,,,STOCK,2.0301,2.0301,LMT
,2/11/21 06:47:01,STOCK,BUY,+100,TO OPEN,NAKD,,,STOCK,2.0599,2.0599,LMT
,2/11/21 06:46:35,STOCK,BUY,+50,TO OPEN,NAKD,,,STOCK,2.045,2.045,LMT
,2/11/21 06:46:14,STOCK,SELL,-50,TO CLOSE,NAKD,,,STOCK,1.9711,1.9712,MKT
,2/11/21 06:45:24,STOCK,BUY,+50,TO OPEN,NAKD,,,STOCK,2.1289,2.1288,LMT
,2/11/21 06:41:23,STOCK,SELL,-100,TO CLOSE,NAKD,,,STOCK,1.96,1.96,LMT
,2/11/21 06:41:08,STOCK,BUY,+100,TO OPEN,NAKD,,,STOCK,1.9389,1.9389,LMT
,2/11/21 06:40:15,STOCK,SELL,-25,TO CLOSE,CLSN,,,STOCK,3.0301,3.03,MKT
,2/11/21 06:39:13,STOCK,BUY,+25,TO OPEN,CLSN,,,STOCK,3.0189,3.0188,LMT
,2/11/21 06:37:09,STOCK,SELL,-50,TO CLOSE,CLSN,,,STOCK,3.215,3.215,MKT
,2/11/21 06:36:44,STOCK,BUY,+50,TO OPEN,CLSN,,,STOCK,3.2989,3.2988,LMT
,2/11/21 06:33:48,STOCK,SELL,-1,TO CLOSE,SNDL,,,STOCK,3.01,3.01,MKT
,2/11/21 06:33:45,STOCK,BUY,+1,TO OPEN,SNDL,,,STOCK,3.01,3.01,MKT
,2/11/21 06:33:07,STOCK,SELL,-1,TO CLOSE,SNDL,,,STOCK,3.2011,3.20,MKT
,2/11/21 06:33:05,STOCK,BUY,+1,TO OPEN,SNDL,,,STOCK,3.1989,3.20,MKT
,2/10/21 07:13:27,STOCK,SELL,-1,TO CLOSE,BPTH,,,STOCK,21.57,21.57,LMT
,2/10/21 07:13:04,STOCK,BUY,+1,TO OPEN,BPTH,,,STOCK,21.615,21.62,LMT
,2/10/21 06:59:51,STOCK,SELL,-1,TO CLOSE,BPTH,,,STOCK,23.0115,23.01,MKT
,2/10/21 06:59:01,STOCK,BUY,+1,TO OPEN,BPTH,,,STOCK,23.09,23.09,LMT
,2/10/21 06:45:09,STOCK,SELL,-10,TO CLOSE,OLB,,,STOCK,15.081,15.081,LMT
,2/10/21 06:44:49,STOCK,SELL,-5,TO CLOSE,OLB,,,STOCK,14.24,14.24,LMT
,2/10/21 06:44:43,STOCK,SELL,-5,TO CLOSE,OLB,,,STOCK,14.56,14.56,LMT
,2/10/21 06:44:27,STOCK,BUY,+10,TO OPEN,OLB,,,STOCK,14.33,14.33,LMT
,2/10/21 06:43:23,STOCK,BUY,+5,TO OPEN,OLB,,,STOCK,13.88,13.88,LMT
,2/10/21 06:43:13,STOCK,BUY,+5,TO OPEN,OLB,,,STOCK,13.7499,13.75,LMT
,2/10/21 06:40:04,STOCK,SELL,-1,TO CLOSE,BPTH,,,STOCK,19.57,19.57,LMT
,2/10/21 06:39:57,STOCK,SELL,-5,TO CLOSE,BPTH,,,STOCK,19.50,19.50,LMT
,2/10/21 06:39:51,STOCK,BUY,+5,TO OPEN,BPTH,,,STOCK,18.4999,18.50,LMT
,2/10/21 06:38:56,STOCK,BUY,+1,TO OPEN,BPTH,,,STOCK,18.80,18.80,LMT
,2/10/21 06:37:02,STOCK,SELL,-1,TO CLOSE,OLB,,,STOCK,13.8699,13.87,MKT
,2/10/21 06:36:55,STOCK,BUY,+1,TO OPEN,OLB,,,STOCK,13.9799,13.98,LMT
,2/10/21 06:35:22,STOCK,SELL,-6,TO CLOSE,OLB,,,STOCK,13.645,13.645,MKT
,2/10/21 06:34:56,STOCK,BUY,+5,TO OPEN,OLB,,,STOCK,14.5899,14.59,LMT
,2/10/21 06:34:53,STOCK,BUY,+1,TO OPEN,OLB,,,STOCK,14.5999,14.60,LMT
,2/10/21 06:34:16,STOCK,SELL,-1,TO CLOSE,UAMY,,,STOCK,1.4311,1.43,MKT
,2/10/21 06:34:14,STOCK,BUY,+1,TO OPEN,UAMY,,,STOCK,1.4389,1.44,MKT
,2/10/21 06:33:42,STOCK,SELL,-1,TO CLOSE,UAMY,,,STOCK,1.4419,1.44,MKT
,2/10/21 06:33:38,STOCK,BUY,+1,TO OPEN,UAMY,,,STOCK,1.4589,1.46,MKT
,2/10/21 06:33:12,STOCK,SELL,-1,TO CLOSE,UAMY,,,STOCK,1.4401,1.44,MKT
,2/10/21 06:33:09,STOCK,BUY,+1,TO OPEN,UAMY,,,STOCK,1.4489,1.45,MKT
,2/10/21 06:32:46,STOCK,SELL,-1,TO CLOSE,UAMY,,,STOCK,1.4419,1.44,MKT
,2/10/21 06:32:38,STOCK,BUY,+1,TO OPEN,UAMY,,,STOCK,1.4481,1.45,MKT
,2/9/21 07:00:21,STOCK,SELL,-5,TO CLOSE,AUVI,,,STOCK,13.50,13.50,LMT
,2/9/21 07:00:13,STOCK,SELL,-10,TO CLOSE,AUVI,,,STOCK,13.25,13.25,LMT
,2/9/21 07:00:08,STOCK,SELL,-10,TO CLOSE,AUVI,,,STOCK,13.135,13.135,LMT
,2/9/21 06:59:41,STOCK,BUY,+10,TO OPEN,AUVI,,,STOCK,12.7767,12.777,LMT
,2/9/21 06:58:58,STOCK,BUY,+10,TO OPEN,AUVI,,,STOCK,12.6367,12.637,LMT
,2/9/21 06:58:42,STOCK,BUY,+5,TO OPEN,AUVI,,,STOCK,12.2889,12.288,LMT
,2/9/21 06:52:16,STOCK,SELL,-5,TO CLOSE,AUVI,,,STOCK,11.58,11.58,STP
,2/9/21 06:51:34,STOCK,BUY,+5,TO OPEN,AUVI,,,STOCK,12.3399,12.34,LMT
,2/9/21 06:49:14,STOCK,SELL,-4,TO CLOSE,ITRM,,,STOCK,2.2801,2.28,MKT
,2/9/21 06:46:39,STOCK,BUY,+4,TO OPEN,ITRM,,,STOCK,2.37,2.37,LMT
,2/9/21 06:40:50,STOCK,SELL,-5,TO CLOSE,AUVI,,,STOCK,11.4401,11.44,LMT
,2/9/21 06:40:43,STOCK,SELL,-5,TO CLOSE,AUVI,,,STOCK,11.475,11.476,LMT
,2/9/21 06:40:33,STOCK,BUY,+5,TO OPEN,AUVI,,,STOCK,11.42,11.42,LMT
,2/9/21 06:40:27,STOCK,BUY,+5,TO OPEN,AUVI,,,STOCK,10.5389,10.538,LMT
,2/9/21 06:39:54,STOCK,SELL,-50,TO CLOSE,ITRM,,,STOCK,2.51,2.51,STP
,2/9/21 06:38:53,STOCK,BUY,+50,TO OPEN,ITRM,,,STOCK,2.6889,2.6888,LMT
,2/9/21 06:36:17,STOCK,SELL,-25,TO CLOSE,ITRM,,,STOCK,2.52,2.52,LMT
,2/9/21 06:36:14,STOCK,SELL,-50,TO CLOSE,ITRM,,,STOCK,2.4901,2.49,LMT
,2/9/21 06:35:49,STOCK,BUY,+25,TO OPEN,ITRM,,,STOCK,2.44,2.44,LMT
,2/9/21 06:35:15,STOCK,BUY,+50,TO OPEN,ITRM,,,STOCK,2.405,2.405,LMT
,2/9/21 06:32:56,STOCK,SELL,-15,TO CLOSE,ITRM,,,STOCK,2.37,2.37,STP
,2/9/21 06:32:52,STOCK,SELL,-25,TO CLOSE,ITRM,,,STOCK,2.41,2.41,STP
,2/9/21 06:32:37,STOCK,BUY,+25,TO OPEN,ITRM,,,STOCK,2.475,2.4752,LMT
,2/9/21 06:32:22,STOCK,BUY,+15,TO OPEN,ITRM,,,STOCK,2.47,2.47,LMT
,2/9/21 06:32:11,STOCK,SELL,-1,TO CLOSE,ITRM,,,STOCK,2.4401,2.44,MKT
,2/9/21 06:32:10,STOCK,BUY,+1,TO OPEN,ITRM,,,STOCK,2.44,2.44,MKT
,2/8/21 07:36:29,STOCK,SELL,-5,TO CLOSE,OCGN,,,STOCK,12.1133,12.114,MKT
,2/8/21 07:36:13,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,12.00,12.00,LMT
,2/8/21 07:36:02,STOCK,SELL,-10,TO CLOSE,OCGN,,,STOCK,11.7701,11.77,MKT
,2/8/21 07:35:59,STOCK,BUY,+10,TO OPEN,OCGN,,,STOCK,12.0699,12.07,LMT
,2/8/21 07:35:47,STOCK,SELL,-10,TO CLOSE,OCGN,,,STOCK,11.9611,11.961,MKT
,2/8/21 07:35:27,STOCK,SELL,-10,TO CLOSE,OCGN,,,STOCK,12.0101,12.01,LMT
,2/8/21 07:35:11,STOCK,SELL,-5,TO CLOSE,OCGN,,,STOCK,12.0622,12.062,LMT
,2/8/21 07:34:04,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,12.0389,12.038,LMT
,2/8/21 07:33:54,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,12.0999,12.10,LMT
,2/8/21 07:31:03,STOCK,BUY,+10,TO OPEN,OCGN,,,STOCK,12.26,12.26,LMT
,2/8/21 07:30:57,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,12.1899,12.19,LMT
,2/8/21 07:30:27,STOCK,SELL,-5,TO CLOSE,OCGN,,,STOCK,11.89,11.89,LMT
,2/8/21 07:29:09,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,11.6067,11.606,LMT
,2/8/21 07:17:35,STOCK,SELL,-10,TO CLOSE,OCGN,,,STOCK,11.9001,11.90,MKT
,2/8/21 07:17:27,STOCK,BUY,+10,TO OPEN,OCGN,,,STOCK,12.1699,12.17,LMT
,2/8/21 07:15:12,STOCK,SELL,-5,TO CLOSE,OCGN,,,STOCK,12.27,12.27,LMT
,2/8/21 07:14:36,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,12.30,12.30,LMT
,2/8/21 07:12:58,STOCK,SELL,-10,TO CLOSE,OCGN,,,STOCK,11.81,11.81,LMT
,2/8/21 07:12:09,STOCK,BUY,+10,TO OPEN,OCGN,,,STOCK,11.6699,11.67,LMT
,2/8/21 07:09:16,STOCK,SELL,-10,TO CLOSE,OCGN,,,STOCK,11.4301,11.43,MKT
,2/8/21 07:09:06,STOCK,BUY,+10,TO OPEN,OCGN,,,STOCK,11.6278,11.628,LMT
,2/8/21 07:06:21,STOCK,SELL,-5,TO CLOSE,OCGN,,,STOCK,11.5422,11.542,MKT
,2/8/21 07:05:56,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,11.8156,11.816,LMT
,2/8/21 06:42:05,STOCK,SELL,-25,TO CLOSE,OCGN,,,STOCK,11.67,11.67,LMT
,2/8/21 06:41:34,STOCK,BUY,+25,TO OPEN,OCGN,,,STOCK,11.4978,11.4976,LMT
,2/8/21 06:40:20,STOCK,SELL,-4,TO CLOSE,OCGN,,,STOCK,10.91,10.91,LMT
,2/8/21 06:40:05,STOCK,SELL,-15,TO CLOSE,OCGN,,,STOCK,10.6422,10.642,LMT
,2/8/21 06:38:33,STOCK,BUY,+15,TO OPEN,OCGN,,,STOCK,10.36,10.36,LMT
,2/8/21 06:38:03,STOCK,BUY,+4,TO OPEN,OCGN,,,STOCK,10.13,10.13,LMT
,2/8/21 06:35:12,STOCK,SELL,-5,TO CLOSE,OCGN,,,STOCK,9.81,9.81,STP
,2/8/21 06:34:56,STOCK,BUY,+5,TO OPEN,OCGN,,,STOCK,10.06,10.06,LMT
,2/8/21 06:34:11,STOCK,SELL,-1,TO CLOSE,OCGN,,,STOCK,10.435,10.44,MKT
,2/8/21 06:34:10,STOCK,BUY,+1,TO OPEN,OCGN,,,STOCK,10.41,10.41,MKT
,2/5/21 07:55:55,STOCK,SELL,-10,TO CLOSE,BSQR,,,STOCK,7.03,7.03,LMT
,2/5/21 07:55:19,STOCK,SELL,-25,TO CLOSE,BSQR,,,STOCK,6.4001,6.40,LMT
,2/5/21 07:55:10,STOCK,BUY,+25,TO OPEN,BSQR,,,STOCK,6.35,6.35,LMT
,2/5/21 07:54:51,STOCK,BUY,+10,TO OPEN,BSQR,,,STOCK,6.3289,6.329,LMT
,2/5/21 07:40:34,STOCK,SELL,-5,TO CLOSE,BSQR,,,STOCK,6.09,6.09,LMT
,2/5/21 07:40:29,STOCK,BUY,+5,TO OPEN,BSQR,,,STOCK,5.88,5.88,LMT
,2/5/21 07:36:37,STOCK,SELL,-25,TO CLOSE,BSQR,,,STOCK,4.4301,4.43,LMT
,2/5/21 07:35:29,STOCK,BUY,+25,TO OPEN,BSQR,,,STOCK,4.1726,4.1728,LMT
,2/5/21 07:31:14,STOCK,SELL,-25,TO CLOSE,BSQR,,,STOCK,4.068,4.068,MKT
,2/5/21 07:30:17,STOCK,BUY,+25,TO OPEN,BSQR,,,STOCK,4.3434,4.3432,LMT
,2/5/21 07:27:23,STOCK,SELL,-25,TO CLOSE,BSQR,,,STOCK,4.3222,4.3224,LMT
,2/5/21 07:27:10,STOCK,BUY,+25,TO OPEN,BSQR,,,STOCK,4.4178,4.4176,LMT
,2/5/21 07:21:02,STOCK,SELL,-25,TO CLOSE,BSQR,,,STOCK,4.5944,4.5944,MKT
,2/5/21 07:21:01,STOCK,SELL,-1,TO CLOSE,BSQR,,,STOCK,4.60,4.60,LMT
,2/5/21 07:20:58,STOCK,BUY,+25,TO OPEN,BSQR,,,STOCK,4.30,4.30,LMT
,2/5/21 07:20:23,STOCK,BUY,+1,TO OPEN,BSQR,,,STOCK,4.10,4.10,LMT
,2/5/21 06:55:22,STOCK,SELL,-1,TO CLOSE,BSQR,,,STOCK,3.2801,3.28,LMT
,2/5/21 06:55:05,STOCK,BUY,+1,TO OPEN,BSQR,,,STOCK,3.3199,3.32,MKT
,2/5/21 06:40:00,STOCK,SELL,-25,TO CLOSE,STG,,,STOCK,2.94,2.94,LMT
,2/5/21 06:39:36,STOCK,SELL,-25,TO CLOSE,STG,,,STOCK,2.94,2.94,LMT
,2/5/21 06:39:31,STOCK,BUY,+25,TO OPEN,STG,,,STOCK,2.8699,2.87,LMT
,2/5/21 06:38:56,STOCK,BUY,+25,TO OPEN,STG,,,STOCK,2.8299,2.83,LMT
,2/5/21 06:38:46,STOCK,SELL,-1,TO CLOSE,STG,,,STOCK,2.77,2.77,MKT
,2/5/21 06:38:44,STOCK,BUY,+1,TO OPEN,STG,,,STOCK,2.757,2.76,MKT
,2/5/21 06:37:47,STOCK,SELL,-5,TO CLOSE,STG,,,STOCK,2.8611,2.862,LMT
,2/5/21 06:36:58,STOCK,BUY,+5,TO OPEN,STG,,,STOCK,2.7999,2.80,LMT
,2/5/21 06:35:49,STOCK,SELL,-25,TO CLOSE,STG,,,STOCK,2.5901,2.59,MKT
,2/5/21 06:34:12,STOCK,BUY,+25,TO OPEN,STG,,,STOCK,2.65,2.65,LMT
,2/5/21 06:32:41,STOCK,SELL,-11,TO CLOSE,STG,,,STOCK,2.8211,2.82091,MKT
,2/5/21 06:32:01,STOCK,BUY,+11,TO OPEN,STG,,,STOCK,2.7089,2.70909,MKT
,2/4/21 07:06:10,STOCK,SELL,-5,TO CLOSE,LIZI,,,STOCK,13.5511,13.552,LMT
,2/4/21 07:05:47,STOCK,BUY,+5,TO OPEN,LIZI,,,STOCK,13.2999,13.30,LMT
,2/4/21 07:02:02,STOCK,SELL,-5,TO CLOSE,LIZI,,,STOCK,13.0501,13.05,MKT
,2/4/21 07:00:54,STOCK,SELL,-2,TO CLOSE,LIZI,,,STOCK,13.36,13.36,LMT
,2/4/21 07:00:54,STOCK,SELL,-13,TO CLOSE,LIZI,,,STOCK,13.36,13.36,LMT
,2/4/21 07:00:40,STOCK,BUY,+15,TO OPEN,LIZI,,,STOCK,13.1899,13.19,LMT
,2/4/21 07:00:28,STOCK,BUY,+5,TO OPEN,LIZI,,,STOCK,13.0999,13.10,LMT
,2/4/21 06:58:29,STOCK,SELL,-5,TO CLOSE,LIZI,,,STOCK,12.83,12.83,MKT
,2/4/21 06:57:50,STOCK,BUY,+5,TO OPEN,LIZI,,,STOCK,12.9878,12.988,LMT
,2/4/21 06:41:48,STOCK,SELL,-5,TO CLOSE,AACG,,,STOCK,5.00,5.00,LMT
,2/4/21 06:41:31,STOCK,SELL,-5,TO CLOSE,AACG,,,STOCK,4.7022,4.702,LMT
,2/4/21 06:41:22,STOCK,SELL,-15,TO CLOSE,AACG,,,STOCK,4.68,4.68,LMT
